user_id,session_id,module,time_spent_sec,quiz_score_0_3,wallet_checks_completed_0_4,tx_trace_performed,quiz_correct_ratio,interaction_count,risk_awareness_score_0_100,reward_unlocked,timestamp,notes
user_1981,35189680-4dd3-4ac3-96df-a1d185151be8,Blockchain Fundamentals,725,3,1,False,1.0,23,70,1,2025-11-05T00:29:22,
user_6228,108e2299-d0b4-414e-a5ae-fb69156f709c,Smart Contract Basics,525,3,2,False,1.0,21,73,1,2025-11-15T18:16:00,
user_6123,aa0a0c41-97d2-4532-a274-d7e1d921b301,Blockchain Fundamentals,463,0,2,False,0.0,23,28,0,2025-11-13T12:34:49,
user_9108,a7b37bf2-3efc-431f-b342-6d5bf1145dee,DeFi Protocol Tour,1463,3,0,False,1.0,52,59,1,2025-11-02T08:22:45,
user_4189,e08dd2bc-c6e6-49b3-86ea-ecf494830c78,Smart Contract Basics,695,2,2,False,0.67,39,53,0,2025-11-26T22:41:51,
user_6990,ab798644-6dd7-45b6-bd81-4b4ddadc91b6,Wallet Security 101,503,2,2,True,0.67,43,73,0,2025-11-06T15:37:58,
user_6218,d8f2d7cd-bdf4-46ac-85c4-736636c2e636,Blockchain Fundamentals,606,3,1,False,1.0,20,76,1,2025-11-01T03:49:21,
user_8775,7331933b-b877-4292-bf93-acf7d5818d49,Smart Contract Basics,1071,3,1,False,1.0,44,69,1,2025-11-07T00:56:51,
user_4968,1131f4f4-81fe-4c18-a01b-08d9801b5e2e,Blockchain Fundamentals,412,1,1,False,0.33,12,35,0,2025-11-27T02:15:24,
user_6325,5220bce7-fff0-4581-94ff-f9759ac8ecbe,DeFi Risk Assessment,889,3,1,False,1.0,58,64,1,2025-11-12T16:46:50,
user_8932,5f81e791-dfda-44b5-9711-3cc1c94c6541,Blockchain Fundamentals,552,2,0,False,0.67,42,36,0,2025-11-13T03:22:39,
user_5715,a21525a5-d3c0-4a98-8e94-ee3ae51cd813,Blockchain Fundamentals,856,2,2,False,0.67,39,72,0,2025-11-21T08:10:54,
user_5201,7a5f66fe-8d5c-4c12-b001-d7ec4c9f7512,Wallet Security 101,519,1,4,False,0.33,53,69,0,2025-11-11T04:03:02,
user_1860,97d98a71-f192-485b-8d68-0fc4e925dc81,Blockchain Fundamentals,638,1,1,False,0.33,43,34,0,2025-11-23T01:02:39,
user_4267,38ddc773-3c7a-42e3-9dd2-4b55ae66f2a5,Wallet Security 101,594,1,3,False,0.33,23,48,0,2025-11-01T15:06:55,
user_7504,a69543ff-572f-4d40-bf4e-6a34aa5f883c,Wallet Security 101,490,0,3,False,0.0,29,44,0,2025-11-21T22:07:53,
user_9901,a91f3f69-0295-40f0-b7d0-38b71d6951e9,DeFi Protocol Tour,1510,1,3,True,0.33,39,61,0,2025-11-14T04:30:16,
user_4164,3f0dd434-8919-4cb8-b005-f830230522b6,Blockchain Fundamentals,715,2,3,False,0.67,30,73,1,2025-11-18T11:40:22,
user_4858,def3c7d7-7ea1-4bf3-8dd3-590ba8ca9c6c,DeFi Protocol Tour,873,1,2,True,0.33,36,50,0,2025-11-14T23:05:31,
user_5833,b50ba812-5d0d-4510-9457-9e3c5dd084e8,Smart Contract Basics,626,3,0,False,1.0,47,66,1,2025-11-10T11:14:39,
user_5054,26a73bf7-c9fa-46ed-9d0d-196882819d7b,Wallet Security 101,910,2,3,False,0.67,50,75,1,2025-11-07T20:28:33,
user_6375,bf671164-e101-4be2-b83d-87c6e1a19afb,Wallet Security 101,752,3,3,False,1.0,44,95,1,2025-11-27T05:46:49,
user_1945,540d415e-5ebb-4d8e-a56c-31e91155686b,DeFi Protocol Tour,1288,1,1,True,0.33,28,34,0,2025-11-03T05:11:22,
user_8734,ff7a4d6c-238b-4235-abd2-247ab000bbdd,Blockchain Fundamentals,718,3,0,False,1.0,38,59,1,2025-11-18T02:26:06,
user_2314,e8d469cc-e21c-4254-9398-d5071b9e9e0c,Wallet Security 101,977,1,3,False,0.33,19,57,0,2025-11-22T08:12:54,
user_9920,04941552-44f9-4537-985d-e78bc67d6690,DeFi Protocol Tour,988,2,2,False,0.67,20,49,0,2025-11-11T13:10:22,
user_4376,44eb7983-f550-4864-9bce-7c79e0a86b14,Blockchain Fundamentals,334,0,2,False,0.0,11,40,0,2025-11-11T05:35:39,
user_6224,1653e2f9-4f25-4d88-976a-3d4315e3f873,DeFi Protocol Tour,1391,3,3,True,1.0,63,100,1,2025-11-08T08:49:16,
user_7999,fe77beb5-f48e-4842-9d13-0dadb30ff4a2,DeFi Protocol Tour,648,0,2,True,0.0,47,20,0,2025-11-14T11:09:34,
user_3365,3b00a8ca-fc89-42e6-8da5-d62d7b71e9a3,Wallet Security 101,359,0,4,False,0.0,31,51,0,2025-11-04T08:30:17,
user_9775,be470beb-4a07-4fd7-a247-e8efd7a29a93,Wallet Security 101,495,2,3,False,0.67,24,63,1,2025-11-16T00:42:28,
user_5967,3cc62c2b-6b50-4d76-88d9-2adcc8f55b7d,DeFi Risk Assessment,415,2,0,False,0.67,34,44,0,2025-11-11T11:37:01,
user_6269,48dea462-aedb-4074-bdb9-12b628128921,Wallet Security 101,689,2,2,False,0.67,34,67,0,2025-11-19T23:02:23,
user_1749,be474162-80fa-47ef-99cc-896ac486f3ae,DeFi Protocol Tour,826,1,2,True,0.33,52,44,0,2025-11-11T19:04:21,
user_6530,c6590ef4-a936-456f-a83e-4840d15e8aeb,Smart Contract Basics,900,2,2,False,0.67,52,75,0,2025-11-25T07:12:57,
user_1554,d2a22ff5-d18d-4192-b9f2-b2aab9f2d563,Wallet Security 101,376,0,2,True,0.0,41,29,0,2025-11-22T00:03:58,
user_8916,d97b34bc-8d4d-429e-a443-03ad7498946c,DeFi Protocol Tour,616,2,2,False,0.67,24,65,0,2025-11-07T02:15:16,
user_4948,754d27f0-ba65-48b9-bc11-50f4cca83554,Blockchain Fundamentals,839,3,2,False,1.0,35,81,1,2025-11-03T18:42:06,
user_1519,3f99eb99-b54b-4d2c-bb3f-1fbd708db646,Blockchain Fundamentals,688,3,1,False,1.0,20,78,1,2025-11-11T00:28:25,
user_4463,24b1ac22-8347-4177-9090-32a9a0841426,DeFi Risk Assessment,1108,2,1,True,0.67,41,46,0,2025-10-31T15:01:09,
user_3362,70d808ee-59cd-4461-a335-ead05630bf2e,Wallet Security 101,1029,1,3,False,0.33,44,56,0,2025-11-03T16:09:04,
user_9204,7935452c-0ddd-4a2c-a0a5-071ec9b89b2e,Wallet Security 101,654,2,2,False,0.67,14,60,0,2025-11-13T03:13:31,
user_8381,7b4733ed-adcd-4a39-92f9-5467cb06d9ea,DeFi Protocol Tour,964,2,1,True,0.67,23,55,0,2025-11-07T08:31:19,
user_6188,fd534ff0-840a-4c07-b420-aab6dc0957d2,Smart Contract Basics,493,3,3,False,1.0,37,91,1,2025-11-04T21:07:16,
user_1430,3aea4838-8979-42ab-9962-6cccc807b768,Blockchain Fundamentals,867,3,2,False,1.0,32,77,1,2025-11-18T08:21:40,
user_3777,7c9d20dc-fa2b-4124-b9ba-68cfb88fd0ef,Blockchain Fundamentals,608,3,2,False,1.0,53,78,1,2025-11-23T22:25:41,
user_4203,7a05f1c5-bffe-4940-ae8a-dfe63df6c9a9,DeFi Protocol Tour,738,2,2,False,0.67,53,66,0,2025-11-09T14:47:07,
user_8848,09028923-29c7-4180-bff0-1e80961f4a45,Smart Contract Basics,807,1,1,False,0.33,41,39,0,2025-11-17T14:03:01,
user_2865,b57e849c-02d9-4c98-8947-f0165e11cceb,DeFi Risk Assessment,604,0,0,False,0.0,31,10,0,2025-11-19T17:27:39,
user_9180,0df963e9-1f8a-4312-aec4-1929114cd0ba,Blockchain Fundamentals,610,1,1,False,0.33,45,35,0,2025-11-20T04:07:55,
user_9907,566782b5-fa7e-4792-aa72-3643b82c792c,Blockchain Fundamentals,668,1,2,False,0.33,53,60,0,2025-11-19T06:21:53,
user_6432,7b270b7b-1ce2-4a72-be6c-667121b87146,DeFi Risk Assessment,840,3,1,False,1.0,46,73,1,2025-11-28T10:32:00,
user_9199,187a35e6-08ff-4390-b1d2-f5d52dfaef12,Blockchain Fundamentals,325,1,2,False,0.33,21,42,0,2025-11-04T14:30:55,
user_8178,2c641b14-e1f4-43b6-a16c-9a1cd97724be,Wallet Security 101,763,2,3,False,0.67,30,72,1,2025-11-24T21:57:10,
user_3858,f901345f-5ef6-4728-9bcb-106591343fcb,DeFi Protocol Tour,938,1,1,True,0.33,57,40,0,2025-11-20T17:14:30,
user_4519,c9e48caf-d66b-4999-92a4-1abbda29e394,Blockchain Fundamentals,364,0,2,False,0.0,49,26,0,2025-11-15T01:55:07,
user_7367,7137daee-bbe0-4b91-a7b0-1008b4520e6a,DeFi Protocol Tour,1201,3,1,True,1.0,31,68,1,2025-11-05T13:01:54,
user_3316,6f9854a4-76ed-4c5d-9373-88a5b58cfe32,DeFi Protocol Tour,1028,1,0,True,0.33,30,30,0,2025-11-23T15:15:02,
user_4065,dbe872e6-e480-417e-a26f-b573f3b57d53,Smart Contract Basics,861,1,1,False,0.33,43,34,0,2025-11-21T09:54:04,
user_9006,8cc33044-a2ef-4158-ba5b-ed4ecc3f787a,Blockchain Fundamentals,878,3,2,False,1.0,48,75,1,2025-11-26T13:15:13,
user_9369,9bb4a686-4a29-4186-8b4c-1c58e8423a0f,Blockchain Fundamentals,416,1,0,False,0.33,36,34,0,2025-11-11T21:10:17,
user_5877,5f762906-78d8-450e-ad05-02bc3f5714ac,DeFi Risk Assessment,433,0,1,False,0.0,47,25,0,2025-11-16T21:17:27,
